Symbol,Name,Date,Beta,PBR,MarketCap,Momentum1M,Momentum3M,Momentum6M,Momentum12M,Volatility,RSI,MACD,Signal,MACD_Hist,Sector,Industry,Beta_Factor,Value_Factor,Size_Factor,Momentum_Factor,Volatility_Factor,weighted_score,factor_percentile,smart_signal,signal_strength,rebalance_priority,to_rebalance
MSFT,Microsoft Corporation,2024-02-06,1.06,9.77,3545.55,10.26,13.96,24.22,59.32,27.49,63.82,7.83,7.89,-0.06,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-06,2.27,36.35,4321.92,38.96,49.13,52.72,223.64,47.42,83.7,4.17,3.53,0.64,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-06,1.87,17.43,1394.85,-22.06,-15.58,-27.09,-4.96,55.95,25,-13.82,-12.73,-1.1,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-06,0.43,3.09,295.56,-4.97,-3.95,2.32,9.07,25.82,42.74,-6.11,-6.41,0.3,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-07,1.11,55.49,4110.34,4.54,4.31,6.19,23.16,28.74,51.6,-0.26,-0.14,-0.13,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-07,1.37,6.64,2455.22,17.41,19.49,19.91,67.01,33.06,73.93,4.8,3.49,1.31,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-07,1.08,10.1,3917.54,7.23,11.12,10.65,35.21,28.25,53.47,1.31,2.05,-0.74,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-07,1.27,8.26,1603.61,33.43,47.29,48.34,145.06,37.73,79.37,26.32,18.86,7.46,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-07,1.06,9.77,3545.55,12.59,15.08,25.95,56.12,27.49,66.24,8.15,7.94,0.21,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-07,2.27,36.35,4321.92,42.78,52.55,54.37,216.29,47.41,84.41,4.41,3.71,0.7,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-07,1.87,17.43,1394.85,-21.02,-15.57,-25.4,-4.69,55.94,29.65,-13.27,-12.84,-0.44,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-07,0.43,3.09,295.56,-3.35,-3.1,2.44,10.55,25.82,51.55,-4.9,-6.11,1.21,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-08,1.11,55.49,4110.34,1.49,3.1,5.02,24.65,28.74,42.81,-0.28,-0.17,-0.11,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-08,1.37,6.64,2455.22,13.91,19.54,21.37,69.76,33.05,71.05,4.96,3.78,1.17,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-08,1.08,10.1,3917.54,5.09,10.67,11.04,46.84,28.24,49.13,1.28,1.9,-0.61,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-08,1.27,8.26,1603.61,31.04,46.98,50.33,156.23,37.72,78.43,27.93,20.67,7.25,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-08,1.06,9.77,3545.55,10.52,14.25,27.54,56.63,27.48,63.45,8.32,8.02,0.31,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-08,2.27,36.35,4321.92,33.28,49.54,55.95,213.77,47.41,79.94,4.5,3.87,0.64,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-08,1.87,17.43,1394.85,-21.16,-14.65,-24.08,-5.83,55.93,31.56,-12.53,-12.77,0.24,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-08,0.43,3.09,295.56,-3.06,-2.77,3.57,9.25,25.81,59.57,-3.85,-5.66,1.81,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-09,1.11,55.49,4110.34,2.13,3.8,6.4,26.03,28.73,38.55,-0.23,-0.18,-0.05,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-09,1.37,6.64,2455.22,15.25,24.08,26.55,77.58,33.06,75.55,5.39,4.1,1.29,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-09,1.08,10.1,3917.54,5.71,14.4,14.92,56.83,28.24,55.05,1.49,1.81,-0.33,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-09,1.27,8.26,1603.61,30.97,46.03,53.37,163.1,37.71,78.32,28.72,22.28,6.44,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-09,1.06,9.77,3545.55,11.91,16.83,31.05,60.94,27.48,69.49,8.87,8.19,0.68,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-09,2.27,36.35,4321.92,35.74,53.65,69.54,223.07,47.41,82.36,4.72,4.04,0.69,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-09,1.87,17.43,1394.85,-17.62,-7.82,-20.08,-6.63,55.92,37.72,-11.49,-12.52,1.03,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-09,0.43,3.09,295.56,-3.74,-3.53,3.96,8.3,25.81,53.32,-3.13,-5.15,2.03,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-12,1.11,55.49,4110.34,0.79,0.53,5.54,24.59,28.73,31.77,-0.32,-0.21,-0.11,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-12,1.37,6.64,2455.22,11.46,20.05,24.51,76.56,33.05,70.73,5.5,4.38,1.12,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-12,1.08,10.1,3917.54,3.42,11.27,13.87,56,28.24,50.81,1.52,1.76,-0.24,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-12,1.27,8.26,1603.61,25.21,42.62,55.45,169.25,37.71,77.94,29.08,23.64,5.44,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-12,1.06,9.77,3545.55,6.9,12.56,29.9,59.23,27.48,62.67,8.78,8.3,0.47,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-12,2.27,36.35,4321.92,32.06,49.49,76.87,239.9,47.4,82.27,4.85,4.2,0.65,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-12,1.87,17.43,1394.85,-14.05,-12.35,-22.47,-4.45,55.92,34.34,-10.97,-12.21,1.24,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-12,0.43,3.09,295.56,-0.74,-4.03,2.64,6.31,25.8,51.38,-2.57,-4.64,2.07,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-13,1.11,55.49,4110.34,-0.35,0.26,4.35,20.91,28.72,29.78,-0.56,-0.28,-0.28,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-13,1.37,6.64,2455.22,9.07,18.27,21.84,69.42,33.05,63.94,5.23,4.55,0.68,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-13,1.08,10.1,3917.54,1.75,9.88,12.03,53.41,28.24,44.25,1.33,1.67,-0.34,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.375,-0.3,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-13,1.27,8.26,1603.61,22.87,39.77,52.54,156.43,37.7,72.68,28.33,24.58,3.75,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-13,1.06,9.77,3545.55,4.59,11.04,27.1,51.08,27.48,52.69,7.9,8.22,-0.32,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.25,-0.225,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-13,2.27,36.35,4321.92,31.84,48.36,76.58,231.19,47.39,80.23,4.89,4.34,0.55,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-13,1.87,17.43,1394.85,-15.93,-17.74,-24.16,-5.46,55.91,32.97,-10.77,-11.92,1.15,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-13,0.43,3.09,295.56,-0.89,-4.42,2.48,5.91,25.8,52.4,-2.16,-4.14,1.98,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-14,1.11,55.49,4110.34,-0.83,-1.63,2.88,20.84,28.72,29.06,-0.8,-0.38,-0.42,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-14,1.37,6.64,2455.22,10.58,17.27,21.63,71.49,33.05,65.15,5.14,4.67,0.47,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-14,1.08,10.1,3917.54,2.31,9.22,11.12,54.14,28.23,39.64,1.24,1.58,-0.35,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.625,-0.375,-0.3,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-14,1.27,8.26,1603.61,26.38,40.73,54.57,163.7,37.71,74.46,28.47,25.36,3.11,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-14,1.06,9.77,3545.55,5.61,11.02,27.13,52.07,27.48,53.76,7.44,8.07,-0.63,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.5,-0.25,-0.225,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-14,2.27,36.35,4321.92,35.08,48.84,68.93,221.85,47.38,81.78,5.01,4.47,0.53,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-14,1.87,17.43,1394.85,-13.79,-20.51,-21.29,-9.82,55.91,56.16,-10.12,-11.56,1.44,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-14,0.43,3.09,295.56,-0.88,-4.03,1.92,6.47,25.79,71.16,-1.81,-3.67,1.86,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-15,1.11,55.49,4110.34,-0.98,-2.08,3.88,19,28.71,31,-1.01,-0.51,-0.5,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-15,1.37,6.64,2455.22,9.82,18.58,23.34,67.85,33.04,62.28,4.92,4.72,0.2,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-15,1.08,10.1,3917.54,0.08,6.05,10.01,47.28,28.24,35.03,0.9,1.45,-0.55,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-15,1.27,8.26,1603.61,29.25,45.48,60.3,173.22,37.71,75.9,29.1,26.11,2.99,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-15,1.06,9.77,3545.55,4.85,10.18,27.07,52.2,27.48,52.3,6.75,7.8,-1.05,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-15,2.27,36.35,4321.92,32.81,48.63,65.39,219.32,47.38,79.1,4.94,4.57,0.37,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-15,1.87,17.43,1394.85,-8.42,-17.46,-13.96,-6.44,55.93,64.21,-8.55,-10.96,2.4,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-15,0.43,3.09,295.56,-0.12,-2.93,3.55,7.63,25.79,67.77,-1.21,-3.18,1.97,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-16,1.11,55.49,4110.34,-0.59,-3.78,3.52,19.24,28.71,29.83,-1.29,-0.66,-0.62,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-16,1.37,6.64,2455.22,10.68,18.68,25.5,72.71,33.04,59.91,4.67,4.71,-0.04,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-16,1.08,10.1,3917.54,-1.38,2.62,9.18,47.13,28.23,29.95,0.44,1.25,-0.8,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-16,1.27,8.26,1603.61,28.81,41.63,60.83,174.48,37.71,70.38,28.41,26.57,1.85,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-16,1.06,9.77,3545.55,3.72,7.61,26.6,55.4,27.47,46.5,5.95,7.43,-1.48,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-16,2.27,36.35,4321.92,28.79,46.77,67.01,230.18,47.37,77.29,4.83,4.62,0.21,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-16,1.87,17.43,1394.85,-9.08,-14.4,-11.37,-1.03,55.92,58.46,-7.27,-10.22,2.95,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-16,0.43,3.09,295.56,0.46,-3.05,4.33,8.63,25.78,67.33,-0.68,-2.68,2,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-20,1.11,55.49,4110.34,-5.1,-5.04,4.32,19.65,28.7,34.25,-1.55,-0.84,-0.71,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-20,1.37,6.64,2455.22,7.56,14.34,25.42,71.89,33.03,59.67,4.23,4.62,-0.39,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-20,1.08,10.1,3917.54,-3.59,3.57,10.72,49.57,28.23,33.29,0.13,1.02,-0.89,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-20,1.27,8.26,1603.61,23.03,38.76,66.55,172.88,37.7,70.14,27.43,26.74,0.69,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-20,1.06,9.77,3545.55,1.22,6.91,27.77,57.36,27.47,46.41,5.15,6.98,-1.83,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-20,2.27,36.35,4321.92,16.74,37.79,60.43,224.87,47.38,65.57,4.43,4.58,-0.15,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-20,1.87,17.43,1394.85,-8.69,-17.76,-10.08,-6.98,55.92,51.84,-6.68,-9.51,2.84,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-20,0.43,3.09,295.56,3.48,-2.29,5.3,5.98,25.78,67.93,-0.29,-2.2,1.91,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-21,1.11,55.49,4110.34,-4.7,-4.24,3.95,23.45,28.69,44.55,-1.67,-1.01,-0.67,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-21,1.37,6.64,2455.22,8.53,17.16,25.18,78.25,33.03,66.95,3.95,4.48,-0.53,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-21,1.08,10.1,3917.54,-2.62,4.07,11.05,55.3,28.22,55.83,-0.01,0.82,-0.82,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-21,1.27,8.26,1603.61,22.19,39.04,61.62,172.27,37.69,72.88,26.09,26.61,-0.52,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-21,1.06,9.77,3545.55,1.07,8,25.43,60.48,27.46,54.46,4.41,6.46,-2.05,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-21,2.27,36.35,4321.92,13.42,35.11,43.68,226.81,47.38,63.4,3.91,4.45,-0.53,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-21,1.87,17.43,1394.85,-8.21,-19.25,-15.79,-1.32,55.9,56.73,-6.05,-8.82,2.77,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-21,0.43,3.09,295.56,3.66,-2.94,5.65,7.84,25.77,62.35,0.09,-1.74,1.83,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-22,1.11,55.49,4110.34,-4.79,-3.5,4.3,24.47,28.69,43.19,-1.59,-1.12,-0.47,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-22,1.37,6.64,2455.22,12.79,19,30.04,82.25,33.04,68.47,4.17,4.42,-0.25,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-22,1.08,10.1,3917.54,-1.3,4.04,11.63,57.22,28.22,56.82,0.01,0.66,-0.64,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-22,1.27,8.26,1603.61,27.47,42.51,69.21,184.39,37.7,74.86,26.18,26.52,-0.34,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-22,1.06,9.77,3545.55,4.01,9.15,28.15,65.01,27.46,56.83,4.53,6.08,-1.54,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-22,2.27,36.35,4321.92,31.66,61.23,72.01,278.59,47.66,74.43,4.35,4.43,-0.08,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-22,1.87,17.43,1394.85,-5.45,-15.71,-15.34,-1.72,55.89,57.55,-5.29,-8.11,2.83,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-22,0.43,3.09,295.56,2.63,-2.84,7.72,9.31,25.77,73.4,0.73,-1.25,1.98,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-23,1.11,55.49,4110.34,-6.37,-4.47,1.03,22.82,28.69,41.09,-1.65,-1.23,-0.42,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-23,1.37,6.64,2455.22,12.16,19.28,29.12,82.62,33.03,55.43,4.32,4.4,-0.08,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-23,1.08,10.1,3917.54,-2.09,3.95,8.76,58.39,28.22,53.87,0.01,0.53,-0.51,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-23,1.27,8.26,1603.61,25.79,41.89,64.68,181.65,37.7,54.48,25.79,26.38,-0.59,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-23,1.06,9.77,3545.55,3.06,8.8,25.97,62.38,27.46,49.89,4.47,5.76,-1.28,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-23,2.27,36.35,4321.92,31.64,61.8,67.31,233.21,47.65,71.91,4.66,4.47,0.18,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-23,1.87,17.43,1394.85,-8.21,-18.04,-18.95,-5,55.89,53.32,-5.06,-7.5,2.44,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-23,0.43,3.09,295.56,2.27,-2.71,8.51,8.84,25.76,71.8,1.29,-0.74,2.03,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-26,1.11,55.49,4110.34,-5.73,-4.52,1.69,24.14,28.68,31.41,-1.79,-1.34,-0.45,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
