Symbol,Name,Date,Close,Volume,Beta,PBR,MarketCap,Momentum1M,Momentum3M,Momentum6M,Momentum12M,Volatility,RSI,MACD,Signal,MACD_Hist,Sector,Industry,Beta_Factor,Value_Factor,Size_Factor,Momentum_Factor,Volatility_Factor,weighted_score,factor_percentile,smart_signal,signal_strength,rebalance_priority,to_rebalance,Mkt_RF,SMB,HML,RMW,CMA
TSLA,Tesla Inc.,2025-06-24,340.47,114736200,2.5,20.36,1132.34,-0.17,22.3,-22.64,87.51,69.02,48.9,4.79,4.54,0.25,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.0,0.8,0.19999999999999996,0.46,30.0,SELL,MEDIUM,46.0,0,0.011699999999999999,0.0025,-0.0051,-0.0106,0.003
UNH,UnitedHealth Group Inc.,2025-06-24,301.68,8781400,0.2,3.16,273.27,3.75,-40.41,-38.14,-35.73,72.88,56.42,-12.15,-17.05,4.9,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.09999999999999998,0.4900000000000001,60.0,BUY,MEDIUM,49.00000000000001,0,0.011699999999999999,0.0025,-0.0051,-0.0106,0.003
AAPL,Apple Inc.,2025-06-25,201.14,39525700,1.24,55.02,2972.06,3.22,-9.8,-19.11,-2.4,19.86,47.85,-1.01,-1.38,0.37,Technology,Consumer Electronics,0.6,0.6,0.4,0.3,0.8,0.53,95.0,STRONG_BUY,HIGH,53.0,1,-0.0007000000000000001,-0.011699999999999999,-0.0006,-0.0013,0.0086
AMZN,Amazon.com Inc.,2025-06-25,211.99,31755700,1.39,6.43,2266.22,5.47,3.05,-5.06,12.12,20.32,57.28,3.01,3.84,-0.83,Consumer Cyclical,Internet Retail,0.5,0.4,0.5,0.5,0.7,0.52,80.0,STRONG_BUY,HIGH,52.0,1,-0.0007000000000000001,-0.011699999999999999,-0.0006,-0.0013,0.0086
GOOGL,Alphabet Inc.,2025-06-25,170.42,35479000,1.05,9.57,991.48,1.43,0.19,-9.24,-4.52,27.11,54.18,1.06,2.25,-1.19,Communication Services,Internet Content & Information,0.7,0.5,0.7,0.2,0.5,0.47,25.0,SELL,MEDIUM,47.0,0,-0.0007000000000000001,-0.011699999999999999,-0.0006,-0.0013,0.0086
IONQ,IonQ Inc.,2025-06-25,38.11,16075700,2.88,7.11,13.5,-16.59,49.16,0.93,463.76,123.59,45.13,1.07,1.48,-0.41,Technology,Computer Hardware,0.0,0.7,0.9,0.9,0.0,0.5,65.0,BUY,MEDIUM,50.0,0,-0.0007000000000000001,-0.011699999999999999,-0.0006,-0.0013,0.0086
META,Meta Platforms Inc.,2025-06-25,707.62,9320400,1.41,8.54,1541.13,13.1,13.24,19.19,43.72,25.15,58.8,20.46,21.87,-1.41,Communication Services,Internet Content & Information,0.4,0.30000000000000004,0.6,0.7,0.6,0.53,95.0,STRONG_BUY,HIGH,53.0,1,-0.0007000000000000001,-0.011699999999999999,-0.0006,-0.0013,0.0086
MSFT,Microsoft Corporation,2025-06-25,490.54,17495100,0.97,9.75,3645.91,9.35,24.8,13.07,10.29,12.37,79.73,12.32,12.36,-0.04,Technology,Software - Infrastructure,0.8,0.050000000000000044,0.30000000000000004,0.4,0.9,0.5,65.0,BUY,MEDIUM,50.0,0,-0.0007000000000000001,-0.011699999999999999,-0.0006,-0.0013,0.0086
NVDA,NVIDIA Corporation,2025-06-25,154.29,269146500,2.16,36.33,3750.08,17.54,27.87,18.1,21.96,32.49,71.41,5.41,5.4,0.02,Technology,Semiconductors,0.25,0.050000000000000044,0.0,0.6,0.4,0.32,10.0,STRONG_SELL,HIGH,32.0,1,-0.0007000000000000001,-0.011699999999999999,-0.0006,-0.0013,0.0086
PLTR,Palantir Technologies Inc.,2025-06-25,142.9,61435300,2.16,67.9,326.43,15.89,48.08,92.56,499.41,51.48,63.46,5.83,5.65,0.18,Technology,Software - Infrastructure,0.25,0.19999999999999996,0.19999999999999996,1.0,0.30000000000000004,0.47,25.0,SELL,MEDIUM,47.0,0,-0.0007000000000000001,-0.011699999999999999,-0.0006,-0.0013,0.0086
TSLA,Tesla Inc.,2025-06-25,327.55,119845100,2.5,20.36,1089.37,-3.47,13.68,-24.9,78.98,67.53,48.7,4.32,4.49,-0.18,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.09999999999999998,0.8,0.19999999999999996,0.47000000000000003,40.0,SELL,MEDIUM,47.0,0,-0.0007000000000000001,-0.011699999999999999,-0.0006,-0.0013,0.0086
UNH,UnitedHealth Group Inc.,2025-06-25,298.12,8722100,0.2,3.16,270.05,2.91,-40.76,-37.56,-36.24,72.9,53.5,-11.52,-15.94,4.42,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.09999999999999998,0.4900000000000001,50.0,NEUTRAL,MEDIUM,49.00000000000001,0,-0.0007000000000000001,-0.011699999999999999,-0.0006,-0.0013,0.0086
AAPL,Apple Inc.,2025-06-26,200.58,50799100,1.24,55.02,2963.81,0.39,-9.15,-20.83,-2.98,19.56,50.67,-0.86,-1.28,0.41,Technology,Consumer Electronics,0.6,0.7,0.4,0.2,0.8,0.52,95.0,STRONG_BUY,HIGH,52.0,1,0.0088,0.0076,0.0032,-0.0037,-0.0003
AMZN,Amazon.com Inc.,2025-06-26,217.12,50480800,1.39,6.43,2321.06,5.39,7.95,-3.47,17.0,21.15,62.4,3.23,3.72,-0.49,Consumer Cyclical,Internet Retail,0.5,0.4,0.19999999999999996,0.5,0.7,0.49,40.0,SELL,MEDIUM,49.0,0,0.0088,0.0076,0.0032,-0.0037,-0.0003
GOOGL,Alphabet Inc.,2025-06-26,173.27,31796700,1.06,9.57,1008.09,0.49,5.26,-9.12,-2.7,27.4,57.57,1.2,2.04,-0.84,Communication Services,Internet Content & Information,0.7,0.5,0.7,0.3,0.5,0.5,50.0,NEUTRAL,MEDIUM,50.0,0,0.0088,0.0076,0.0032,-0.0037,-0.0003
IONQ,IonQ Inc.,2025-06-26,41.12,21786400,2.88,7.11,14.57,-14.4,65.81,-7.43,508.28,125.32,64.17,1.12,1.41,-0.29,Technology,Computer Hardware,0.0,0.6,0.9,1.0,0.0,0.51,70.0,BUY,MEDIUM,51.0,0,0.0088,0.0076,0.0032,-0.0037,-0.0003
META,Meta Platforms Inc.,2025-06-26,725.01,13964800,1.41,8.54,1578.99,13.13,18.93,24.27,46.03,25.05,65.57,21.48,21.79,-0.31,Communication Services,Internet Content & Information,0.4,0.30000000000000004,0.5,0.7,0.6,0.52,95.0,STRONG_BUY,HIGH,52.0,1,0.0088,0.0076,0.0032,-0.0037,-0.0003
MSFT,Microsoft Corporation,2025-06-26,495.71,21578900,0.97,9.75,3684.27,7.98,27.8,14.38,11.97,12.51,80.3,12.8,12.44,0.36,Technology,Software - Infrastructure,0.8,0.09999999999999998,0.30000000000000004,0.4,0.9,0.51,70.0,BUY,MEDIUM,51.0,0,0.0088,0.0076,0.0032,-0.0037,-0.0003
NVDA,NVIDIA Corporation,2025-06-26,155.0,198145700,2.15,36.33,3767.34,14.41,36.28,15.1,31.29,29.05,77.11,5.8,5.48,0.32,Technology,Semiconductors,0.30000000000000004,0.09999999999999998,0.0,0.6,0.4,0.34,10.0,STRONG_SELL,HIGH,34.0,1,0.0088,0.0076,0.0032,-0.0037,-0.0003
PLTR,Palantir Technologies Inc.,2025-06-26,144.25,69440500,2.16,67.9,329.52,16.91,56.32,79.08,497.06,46.4,81.09,5.91,5.71,0.2,Technology,Software - Infrastructure,0.19999999999999996,0.09999999999999998,0.6,0.9,0.30000000000000004,0.44999999999999996,20.0,STRONG_SELL,HIGH,44.99999999999999,1,0.0088,0.0076,0.0032,-0.0037,-0.0003
TSLA,Tesla Inc.,2025-06-26,325.78,80440900,2.5,20.36,1083.49,-10.23,19.75,-22.63,78.43,66.03,66.16,3.76,4.35,-0.59,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.09999999999999998,0.8,0.09999999999999998,0.45000000000000007,30.0,SELL,MEDIUM,45.00000000000001,0,0.0088,0.0076,0.0032,-0.0037,-0.0003
UNH,UnitedHealth Group Inc.,2025-06-26,298.71,6532700,0.2,3.16,270.59,3.31,-41.19,-38.8,-37.07,51.62,58.92,-10.85,-14.93,4.08,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.19999999999999996,0.51,70.0,BUY,MEDIUM,51.0,0,0.0088,0.0076,0.0032,-0.0037,-0.0003
AAPL,Apple Inc.,2025-06-27,200.66,73188600,1.24,55.02,2964.99,0.33,-10.05,-21.04,-3.37,19.57,44.19,-0.73,-1.17,0.44,Technology,Consumer Electronics,0.6,0.7,0.6,0.2,0.8,0.54,90.0,STRONG_BUY,HIGH,54.0,1,0.0046,-0.0029,0.0,0.006999999999999999,0.0015
AMZN,Amazon.com Inc.,2025-06-27,223.3,119217100,1.39,6.43,2387.13,9.08,10.9,-0.78,19.83,22.5,62.92,3.86,3.75,0.11,Consumer Cyclical,Internet Retail,0.5,0.30000000000000004,0.19999999999999996,0.5,0.7,0.47,40.0,SELL,MEDIUM,47.0,0,0.0046,-0.0029,0.0,0.006999999999999999,0.0015
GOOGL,Alphabet Inc.,2025-06-27,178.25,108140200,1.06,9.57,1037.08,3.71,10.17,-8.06,-2.52,26.64,57.01,1.69,1.97,-0.28,Communication Services,Internet Content & Information,0.7,0.5,0.4,0.3,0.5,0.47,40.0,SELL,MEDIUM,47.0,0,0.0046,-0.0029,0.0,0.006999999999999999,0.0015
IONQ,IonQ Inc.,2025-06-27,40.25,21643300,2.88,7.11,14.26,-15.37,70.19,-2.59,510.77,125.64,54.32,1.08,1.34,-0.26,Technology,Computer Hardware,0.0,0.6,0.9,1.0,0.0,0.51,70.0,BUY,MEDIUM,51.0,0,0.0046,-0.0029,0.0,0.006999999999999999,0.0015
META,Meta Platforms Inc.,2025-06-27,732.54,18775700,1.41,8.54,1595.39,14.08,21.84,22.51,44.17,25.12,64.09,22.64,21.96,0.68,Communication Services,Internet Content & Information,0.4,0.09999999999999998,0.7,0.7,0.6,0.5,60.0,BUY,MEDIUM,50.0,0,0.0046,-0.0029,0.0,0.006999999999999999,0.0015
MSFT,Microsoft Corporation,2025-06-27,494.2,34539200,0.97,9.75,3673.09,8.44,27.21,14.38,10.82,12.56,76.66,12.92,12.54,0.38,Technology,Software - Infrastructure,0.8,0.19999999999999996,0.5,0.4,0.9,0.55,100.0,STRONG_BUY,HIGH,55.00000000000001,1,0.0046,-0.0029,0.0,0.006999999999999999,0.0015
NVDA,NVIDIA Corporation,2025-06-27,157.73,263234500,2.15,36.33,3833.68,17.02,41.58,12.96,25.15,27.28,77.91,6.25,5.63,0.62,Technology,Semiconductors,0.25,0.0,0.0,0.6,0.4,0.31,10.0,STRONG_SELL,HIGH,31.0,1,0.0046,-0.0029,0.0,0.006999999999999999,0.0015
PLTR,Palantir Technologies Inc.,2025-06-27,130.74,202598600,2.15,67.9,298.65,5.64,45.12,62.03,432.33,54.23,53.37,4.83,5.53,-0.7,Technology,Software - Infrastructure,0.25,0.4,0.30000000000000004,0.9,0.19999999999999996,0.47,40.0,SELL,MEDIUM,47.0,0,0.0046,-0.0029,0.0,0.006999999999999999,0.0015
TSLA,Tesla Inc.,2025-06-27,323.63,89067000,2.5,20.36,1076.33,-9.32,18.49,-24.84,72.74,64.91,61.99,3.1,4.1,-0.99,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.09999999999999998,0.8,0.09999999999999998,0.45000000000000007,20.0,STRONG_SELL,HIGH,45.00000000000001,1,0.0046,-0.0029,0.0,0.006999999999999999,0.0015
UNH,UnitedHealth Group Inc.,2025-06-27,305.12,15304400,0.2,3.16,276.39,4.43,-39.64,-38.26,-35.0,51.89,58.22,-9.69,-13.88,4.19,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.30000000000000004,0.53,80.0,STRONG_BUY,HIGH,53.0,1,0.0046,-0.0029,0.0,0.006999999999999999,0.0015
AAPL,Apple Inc.,2025-06-30,204.74,91912800,1.24,55.02,3025.29,2.61,-5.72,-20.35,-3.34,20.57,57.13,-0.3,-0.99,0.7,Technology,Consumer Electronics,0.6,0.7,0.19999999999999996,0.3,0.8,0.53,90.0,STRONG_BUY,HIGH,53.0,1,0.0049,-0.004699999999999999,-0.0012,-0.0034999999999999996,0.0017000000000000001
AMZN,Amazon.com Inc.,2025-06-30,219.39,58887800,1.39,6.43,2345.33,6.66,13.84,-4.22,13.32,21.9,53.16,3.99,3.8,0.2,Consumer Cyclical,Internet Retail,0.5,0.4,0.5,0.5,0.7,0.52,70.0,BUY,MEDIUM,52.0,0,0.0049,-0.004699999999999999,-0.0012,-0.0034999999999999996,0.0017000000000000001
GOOGL,Alphabet Inc.,2025-06-30,175.96,63378900,1.06,9.57,1023.72,2.67,14.33,-9.92,-3.7,26.83,50.2,1.88,1.95,-0.08,Communication Services,Internet Content & Information,0.7,0.5,0.7,0.2,0.5,0.47,40.0,SELL,MEDIUM,47.0,0,0.0049,-0.004699999999999999,-0.0012,-0.0034999999999999996,0.0017000000000000001
IONQ,IonQ Inc.,2025-06-30,42.97,29526400,2.89,7.11,15.22,-0.53,88.05,-3.61,538.48,126.31,59.13,1.25,1.33,-0.07,Technology,Computer Hardware,0.0,0.6,0.9,1.0,0.0,0.51,60.0,BUY,MEDIUM,51.0,0,0.0049,-0.004699999999999999,-0.0012,-0.0034999999999999996,0.0017000000000000001
META,Meta Platforms Inc.,2025-06-30,736.99,15402100,1.41,8.54,1605.09,14.51,28.07,21.65,44.34,23.77,67.12,23.65,22.3,1.35,Communication Services,Internet Content & Information,0.4,0.050000000000000044,0.6,0.7,0.6,0.48000000000000004,50.0,NEUTRAL,MEDIUM,48.00000000000001,0,0.0049,-0.004699999999999999,-0.0012,-0.0034999999999999996,0.0017000000000000001
MSFT,Microsoft Corporation,2025-06-30,495.67,28369000,0.97,9.75,3683.98,8.44,31.55,13.66,10.85,12.56,76.21,12.98,12.63,0.35,Technology,Software - Infrastructure,0.8,0.19999999999999996,0.30000000000000004,0.4,0.9,0.53,90.0,STRONG_BUY,HIGH,53.0,1,0.0049,-0.004699999999999999,-0.0012,-0.0034999999999999996,0.0017000000000000001
NVDA,NVIDIA Corporation,2025-06-30,157.97,194580300,2.15,36.33,3839.52,13.51,44.07,12.69,25.03,27.17,77.38,6.55,5.81,0.73,Technology,Semiconductors,0.25,0.050000000000000044,0.0,0.6,0.4,0.32,10.0,STRONG_SELL,HIGH,32.0,1,0.0049,-0.004699999999999999,-0.0012,-0.0034999999999999996,0.0017000000000000001
PLTR,Palantir Technologies Inc.,2025-06-30,136.32,97305600,2.15,67.9,311.4,11.45,58.79,65.48,465.64,55.32,54.62,4.37,5.3,-0.93,Technology,Software - Infrastructure,0.25,0.30000000000000004,0.4,0.9,0.19999999999999996,0.46,30.0,SELL,MEDIUM,46.0,0,0.0049,-0.004699999999999999,-0.0012,-0.0034999999999999996,0.0017000000000000001
TSLA,Tesla Inc.,2025-06-30,317.66,76695100,2.49,20.36,1056.48,-11.37,20.53,-31.28,61.77,65.0,54.08,2.08,3.69,-1.62,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.09999999999999998,0.8,0.09999999999999998,0.45000000000000007,20.0,STRONG_SELL,HIGH,45.00000000000001,1,0.0049,-0.004699999999999999,-0.0012,-0.0034999999999999996,0.0017000000000000001
UNH,UnitedHealth Group Inc.,2025-06-30,307.94,10074100,0.2,3.16,278.95,5.37,-39.12,-37.66,-34.33,40.05,60.56,-8.44,-12.79,4.35,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.30000000000000004,0.53,90.0,STRONG_BUY,HIGH,53.0,1,0.0049,-0.004699999999999999,-0.0012,-0.0034999999999999996,0.0017000000000000001
AAPL,Apple Inc.,2025-07-01,207.38,78788900,1.24,55.02,3064.37,3.47,-6.32,-19.57,-2.48,20.95,59.36,0.26,-0.74,1.0,Technology,Consumer Electronics,0.6,0.6,0.19999999999999996,0.3,0.8,0.51,75.0,BUY,MEDIUM,51.0,0,-0.001,0.014499999999999999,0.023399999999999997,0.0087,0.015300000000000001
AMZN,Amazon.com Inc.,2025-07-01,220.46,39256800,1.39,6.43,2356.77,7.54,15.87,-2.9,11.43,21.91,53.69,4.14,3.87,0.27,Consumer Cyclical,Internet Retail,0.5,0.30000000000000004,0.6,0.5,0.7,0.51,75.0,BUY,MEDIUM,51.0,0,-0.001,0.014499999999999999,0.023399999999999997,0.0087,0.015300000000000001
GOOGL,Alphabet Inc.,2025-07-01,175.57,35904500,1.06,9.57,1021.45,2.51,13.85,-9.89,-4.7,26.66,45.9,1.97,1.96,0.01,Communication Services,Internet Content & Information,0.7,0.5,0.7,0.2,0.5,0.47,35.0,SELL,MEDIUM,47.0,0,-0.001,0.014499999999999999,0.023399999999999997,0.0087,0.015300000000000001
IONQ,IonQ Inc.,2025-07-01,40.1,21237900,2.89,7.11,14.21,-0.59,81.69,-16.87,464.79,126.83,50.97,1.14,1.29,-0.15,Technology,Computer Hardware,0.0,0.7,0.9,1.0,0.0,0.53,95.0,STRONG_BUY,HIGH,53.0,1,-0.001,0.014499999999999999,0.023399999999999997,0.0087,0.015300000000000001
META,Meta Platforms Inc.,2025-07-01,718.15,13431200,1.41,8.54,1564.05,11.16,24.88,19.4,38.9,25.18,56.17,22.66,22.37,0.29,Communication Services,Internet Content & Information,0.4,0.09999999999999998,0.5,0.7,0.6,0.48000000000000004,50.0,NEUTRAL,MEDIUM,48.00000000000001,0,-0.001,0.014499999999999999,0.023399999999999997,0.0087,0.015300000000000001
MSFT,Microsoft Corporation,2025-07-01,490.32,19945400,0.97,9.75,3644.28,6.88,31.32,12.74,9.49,13.19,70.89,12.45,12.59,-0.14,Technology,Software - Infrastructure,0.8,0.0,0.4,0.4,0.9,0.5,60.0,BUY,MEDIUM,50.0,0,-0.001,0.014499999999999999,0.023399999999999997,0.0087,0.015300000000000001
NVDA,NVIDIA Corporation,2025-07-01,153.28,213143600,2.15,36.33,3725.54,13.45,41.46,9.57,23.68,29.01,64.87,6.34,5.92,0.42,Technology,Semiconductors,0.25,0.19999999999999996,0.09999999999999998,0.6,0.4,0.36,10.0,STRONG_SELL,HIGH,36.0,1,-0.001,0.014499999999999999,0.023399999999999997,0.0087,0.015300000000000001
PLTR,Palantir Technologies Inc.,2025-07-01,130.68,91479700,2.15,67.9,298.52,-0.83,54.83,59.09,418.16,56.7,47.91,3.51,4.94,-1.43,Technology,Software - Infrastructure,0.25,0.4,0.30000000000000004,0.9,0.19999999999999996,0.47,35.0,SELL,MEDIUM,47.0,0,-0.001,0.014499999999999999,0.023399999999999997,0.0087,0.015300000000000001
TSLA,Tesla Inc.,2025-07-01,300.71,145085700,2.49,20.36,1000.11,-13.2,16.03,-33.78,52.32,66.31,38.54,-0.1,2.93,-3.03,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.0,0.8,0.09999999999999998,0.44000000000000006,20.0,STRONG_SELL,HIGH,44.00000000000001,1,-0.001,0.014499999999999999,0.023399999999999997,0.0087,0.015300000000000001
UNH,UnitedHealth Group Inc.,2025-07-01,321.93,17865500,0.2,3.16,291.62,8.79,-37.29,-35.47,-31.69,37.97,68.76,-6.26,-11.48,5.23,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.30000000000000004,0.53,95.0,STRONG_BUY,HIGH,53.0,1,-0.001,0.014499999999999999,0.023399999999999997,0.0087,0.015300000000000001
AAPL,Apple Inc.,2025-07-02,211.99,67941800,1.24,55.02,3132.49,5.32,-4.69,-16.68,1.34,21.67,74.19,1.06,-0.38,1.44,Technology,Consumer Electronics,0.6,0.7,0.19999999999999996,0.3,0.8,0.53,100.0,STRONG_BUY,HIGH,53.0,1,0.005600000000000001,0.0115,-0.0006,-0.001,-0.0011
AMZN,Amazon.com Inc.,2025-07-02,219.92,30894200,1.39,6.43,2350.99,6.42,14.44,-1.71,13.8,21.95,59.68,4.16,3.93,0.24,Consumer Cyclical,Internet Retail,0.5,0.4,0.5,0.5,0.7,0.52,85.0,STRONG_BUY,HIGH,52.0,1,0.005600000000000001,0.0115,-0.0006,-0.001,-0.0011
GOOGL,Alphabet Inc.,2025-07-02,178.36,29128900,1.06,9.57,1037.72,5.81,13.87,-7.11,-1.45,26.96,51.83,2.24,2.01,0.23,Communication Services,Internet Content & Information,0.7,0.6,0.8,0.2,0.5,0.5,50.0,NEUTRAL,MEDIUM,50.0,0,0.005600000000000001,0.0115,-0.0006,-0.001,-0.0011
IONQ,IonQ Inc.,2025-07-02,44.75,24757100,2.9,7.11,15.85,10.3,92.97,-1.61,536.56,130.67,60.94,1.41,1.31,0.1,Technology,Computer Hardware,0.0,0.5,0.9,1.0,0.0,0.49,40.0,SELL,MEDIUM,49.0,0,0.005600000000000001,0.0115,-0.0006,-0.001,-0.0011
META,Meta Platforms Inc.,2025-07-02,712.51,9336700,1.41,8.54,1551.76,6.44,21.86,19.16,42.0,25.4,57.23,21.18,22.13,-0.95,Communication Services,Internet Content & Information,0.4,0.19999999999999996,0.6,0.7,0.6,0.51,65.0,BUY,MEDIUM,51.0,0,0.005600000000000001,0.0115,-0.0006,-0.001,-0.0011
MSFT,Microsoft Corporation,2025-07-02,489.37,16319600,0.97,9.75,3637.17,6.3,28.73,14.5,10.72,13.06,68.53,11.82,12.44,-0.62,Technology,Software - Infrastructure,0.8,0.09999999999999998,0.30000000000000004,0.4,0.9,0.51,65.0,BUY,MEDIUM,51.0,0,0.005600000000000001,0.0115,-0.0006,-0.001,-0.0011
NVDA,NVIDIA Corporation,2025-07-02,157.23,171224100,2.15,36.33,3821.53,14.47,42.77,14.79,27.33,29.65,71.04,6.41,6.02,0.39,Technology,Semiconductors,0.25,0.0,0.09999999999999998,0.6,0.4,0.32,10.0,STRONG_SELL,HIGH,32.0,1,0.005600000000000001,0.0115,-0.0006,-0.001,-0.0011
PLTR,Palantir Technologies Inc.,2025-07-02,132.12,59732000,2.15,67.9,301.81,0.06,56.02,67.07,421.59,56.24,45.63,2.91,4.53,-1.62,Technology,Software - Infrastructure,0.25,0.30000000000000004,0.4,0.9,0.19999999999999996,0.46,30.0,SELL,MEDIUM,46.0,0,0.005600000000000001,0.0115,-0.0006,-0.001,-0.0011
TSLA,Tesla Inc.,2025-07-02,315.65,119483700,2.5,20.36,1049.79,-7.89,17.58,-26.88,59.52,67.86,45.7,-0.61,2.22,-2.84,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.0,0.8,0.09999999999999998,0.44000000000000006,20.0,STRONG_SELL,HIGH,44.00000000000001,1,0.005600000000000001,0.0115,-0.0006,-0.001,-0.0011
UNH,UnitedHealth Group Inc.,2025-07-02,303.59,18177200,0.2,3.16,275.0,1.65,-40.79,-39.01,-38.47,34.39,49.47,-5.94,-10.37,4.44,Healthcare,Healthcare Plans,0.9,0.9,0.7,0.1,0.30000000000000004,0.52,85.0,STRONG_BUY,HIGH,52.0,1,0.005600000000000001,0.0115,-0.0006,-0.001,-0.0011
AAPL,Apple Inc.,2025-07-03,213.1,34955800,1.24,55.02,3148.86,5.06,-4.49,-15.12,-1.02,21.5,74.8,1.77,0.05,1.72,Technology,Consumer Electronics,0.6,0.7,0.19999999999999996,0.3,0.8,0.53,95.0,STRONG_BUY,HIGH,53.0,1,0.0088,0.0011,-0.0032,-0.0040999999999999995,-0.0034000000000000002
AMZN,Amazon.com Inc.,2025-07-03,223.41,29632400,1.39,6.43,2388.3,8.6,13.98,0.95,13.29,21.97,63.32,4.41,4.02,0.39,Consumer Cyclical,Internet Retail,0.5,0.4,0.4,0.5,0.7,0.51,75.0,BUY,MEDIUM,51.0,0,0.0088,0.0011,-0.0032,-0.0040999999999999995,-0.0034000000000000002
GOOGL,Alphabet Inc.,2025-07-03,179.25,21689700,1.05,9.57,1042.89,8.16,14.46,-5.9,-1.42,26.43,55.56,2.5,2.11,0.39,Communication Services,Internet Content & Information,0.7,0.5,0.7,0.2,0.5,0.47,30.0,SELL,MEDIUM,47.0,0,0.0088,0.0011,-0.0032,-0.0040999999999999995,-0.0034000000000000002
IONQ,IonQ Inc.,2025-07-03,44.39,13345300,2.89,7.11,15.73,11.5,77.21,0.23,548.98,130.78,62.64,1.58,1.37,0.22,Technology,Computer Hardware,0.0,0.6,0.9,1.0,0.0,0.51,75.0,BUY,MEDIUM,51.0,0,0.0088,0.0011,-0.0032,-0.0040999999999999995,-0.0034000000000000002
META,Meta Platforms Inc.,2025-07-03,717.94,8601700,1.41,8.54,1563.59,7.9,23.23,21.81,42.96,25.28,59.17,20.21,21.75,-1.54,Communication Services,Internet Content & Information,0.4,0.19999999999999996,0.5,0.7,0.6,0.5,55.0,NEUTRAL,MEDIUM,50.0,0,0.0088,0.0011,-0.0032,-0.0040999999999999995,-0.0034000000000000002
MSFT,Microsoft Corporation,2025-07-03,497.09,13984800,0.97,9.75,3694.57,7.75,30.78,17.87,10.06,13.57,69.45,11.81,12.31,-0.5,Technology,Software - Infrastructure,0.8,0.050000000000000044,0.30000000000000004,0.4,0.9,0.5,55.0,NEUTRAL,MEDIUM,50.0,0,0.0088,0.0011,-0.0032,-0.0040999999999999995,-0.0034000000000000002
NVDA,NVIDIA Corporation,2025-07-03,159.32,143716100,2.15,36.33,3872.32,12.84,44.31,15.91,28.23,29.44,70.98,6.57,6.13,0.44,Technology,Semiconductors,0.25,0.050000000000000044,0.0,0.6,0.4,0.32,10.0,STRONG_SELL,HIGH,32.0,1,0.0088,0.0011,-0.0032,-0.0040999999999999995,-0.0034000000000000002
PLTR,Palantir Technologies Inc.,2025-07-03,134.36,41812500,2.15,67.9,306.92,0.89,53.64,74.09,419.17,56.35,49.17,2.59,4.14,-1.56,Technology,Software - Infrastructure,0.25,0.30000000000000004,0.6,0.9,0.19999999999999996,0.48,40.0,SELL,MEDIUM,48.0,0,0.0088,0.0011,-0.0032,-0.0040999999999999995,-0.0034000000000000002
TSLA,Tesla Inc.,2025-07-03,315.35,58042300,2.49,20.36,1048.8,-8.4,11.53,-24.45,50.27,67.83,48.41,-1.03,1.57,-2.61,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.09999999999999998,0.8,0.09999999999999998,0.45000000000000007,20.0,STRONG_SELL,HIGH,45.00000000000001,1,0.0088,0.0011,-0.0032,-0.0040999999999999995,-0.0034000000000000002
UNH,UnitedHealth Group Inc.,2025-07-03,304.57,6161100,0.2,3.16,275.89,3.16,-40.61,-38.55,-36.44,33.97,44.51,-5.54,-9.41,3.87,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.30000000000000004,0.53,95.0,STRONG_BUY,HIGH,53.0,1,0.0088,0.0011,-0.0032,-0.0040999999999999995,-0.0034000000000000002
AAPL,Apple Inc.,2025-07-07,209.51,50229000,1.24,55.02,3095.78,3.52,3.46,-15.96,-4.24,20.96,72.67,2.01,0.44,1.57,Technology,Consumer Electronics,0.6,0.7,0.19999999999999996,0.2,0.8,0.5,50.0,NEUTRAL,MEDIUM,50.0,0,-0.0084,-0.008100000000000001,-0.0022,0.0008,0.0007000000000000001
AMZN,Amazon.com Inc.,2025-07-07,223.47,36604100,1.38,6.43,2388.94,7.84,25.26,1.86,11.74,21.36,65.33,4.57,4.13,0.43,Consumer Cyclical,Internet Retail,0.5,0.4,0.4,0.5,0.7,0.51,65.0,BUY,MEDIUM,51.0,0,-0.0084,-0.008100000000000001,-0.0022,0.0008,0.0007000000000000001
GOOGL,Alphabet Inc.,2025-07-07,176.52,34175600,1.05,9.57,1026.97,5.33,17.44,-6.39,-4.1,25.87,52.93,2.45,2.18,0.27,Communication Services,Internet Content & Information,0.7,0.6,0.7,0.3,0.5,0.52,80.0,STRONG_BUY,HIGH,52.0,1,-0.0084,-0.008100000000000001,-0.0022,0.0008,0.0007000000000000001
